Year,Month,Community,Category,Patient Count
2022,8,CITYSCAPE,Asthma,12
2022,9,CITYSCAPE,Asthma,10
2022,10,CITYSCAPE,Asthma,13
2022,11,CITYSCAPE,Asthma,4
2022,12,CITYSCAPE,Asthma,2
2023,1,CITYSCAPE,Asthma,4
2023,2,CITYSCAPE,Asthma,8
2023,3,CITYSCAPE,Asthma,9
2023,4,CITYSCAPE,Asthma,11
2023,5,CITYSCAPE,Asthma,10
2023,6,CITYSCAPE,Asthma,6
2023,7,CITYSCAPE,Asthma,13
2023,8,CITYSCAPE,Asthma,10
2023,9,CITYSCAPE,Asthma,13
2023,10,CITYSCAPE,Asthma,8
2023,11,CITYSCAPE,Asthma,5
2023,12,CITYSCAPE,Asthma,17
2024,1,CITYSCAPE,Asthma,24
2024,2,CITYSCAPE,Asthma,7
2018,1,CLIFF BUNGALOW,Asthma,63
2018,2,CLIFF BUNGALOW,Asthma,71
2018,3,CLIFF BUNGALOW,Asthma,89
2018,4,CLIFF BUNGALOW,Asthma,84
2018,5,CLIFF BUNGALOW,Asthma,74
2018,6,CLIFF BUNGALOW,Asthma,90
2018,7,CLIFF BUNGALOW,Asthma,84
2018,8,CLIFF BUNGALOW,Asthma,76
2018,9,CLIFF BUNGALOW,Asthma,99
2018,10,CLIFF BUNGALOW,Asthma,83
2018,11,CLIFF BUNGALOW,Asthma,57
2018,12,CLIFF BUNGALOW,Asthma,48
2019,1,CLIFF BUNGALOW,Asthma,43
2019,2,CLIFF BUNGALOW,Asthma,40
2019,3,CLIFF BUNGALOW,Asthma,71
2019,4,CLIFF BUNGALOW,Asthma,69
2019,5,CLIFF BUNGALOW,Asthma,82
2019,6,CLIFF BUNGALOW,Asthma,80
2019,7,CLIFF BUNGALOW,Asthma,74
2019,8,CLIFF BUNGALOW,Asthma,66
2019,9,CLIFF BUNGALOW,Asthma,58
2019,10,CLIFF BUNGALOW,Asthma,60
2019,11,CLIFF BUNGALOW,Asthma,51
2019,12,CLIFF BUNGALOW,Asthma,49
2020,1,CLIFF BUNGALOW,Asthma,56
2020,2,CLIFF BUNGALOW,Asthma,53
2020,3,CLIFF BUNGALOW,Asthma,68
2020,4,CLIFF BUNGALOW,Asthma,60
2020,5,CLIFF BUNGALOW,Asthma,88
2020,6,CLIFF BUNGALOW,Asthma,75
2020,7,CLIFF BUNGALOW,Asthma,73
2020,8,CLIFF BUNGALOW,Asthma,86
2020,9,CLIFF BUNGALOW,Asthma,101
2020,10,CLIFF BUNGALOW,Asthma,73
2020,11,CLIFF BUNGALOW,Asthma,53
2020,12,CLIFF BUNGALOW,Asthma,41
2021,1,CLIFF BUNGALOW,Asthma,34
2021,2,CLIFF BUNGALOW,Asthma,39
2021,3,CLIFF BUNGALOW,Asthma,61
2021,4,CLIFF BUNGALOW,Asthma,47
2021,5,CLIFF BUNGALOW,Asthma,69
2021,6,CLIFF BUNGALOW,Asthma,59
2021,7,CLIFF BUNGALOW,Asthma,42
2021,8,CLIFF BUNGALOW,Asthma,54
2021,9,CLIFF BUNGALOW,Asthma,66
2021,10,CLIFF BUNGALOW,Asthma,63
2021,11,CLIFF BUNGALOW,Asthma,53
2021,12,CLIFF BUNGALOW,Asthma,38
2022,1,CLIFF BUNGALOW,Asthma,35
2022,2,CLIFF BUNGALOW,Asthma,45
2022,3,CLIFF BUNGALOW,Asthma,41
2022,4,CLIFF BUNGALOW,Asthma,46
2022,5,CLIFF BUNGALOW,Asthma,48
2022,6,CLIFF BUNGALOW,Asthma,37
2022,7,CLIFF BUNGALOW,Asthma,43
2022,8,CLIFF BUNGALOW,Asthma,57
2022,9,CLIFF BUNGALOW,Asthma,61
2022,10,CLIFF BUNGALOW,Asthma,52
2022,11,CLIFF BUNGALOW,Asthma,42
2022,12,CLIFF BUNGALOW,Asthma,33
2023,1,CLIFF BUNGALOW,Asthma,43
2023,2,CLIFF BUNGALOW,Asthma,31
2023,3,CLIFF BUNGALOW,Asthma,28
2023,4,CLIFF BUNGALOW,Asthma,47
2023,5,CLIFF BUNGALOW,Asthma,44
2023,6,CLIFF BUNGALOW,Asthma,47
2023,7,CLIFF BUNGALOW,Asthma,43
2023,8,CLIFF BUNGALOW,Asthma,37
2023,9,CLIFF BUNGALOW,Asthma,27
2023,10,CLIFF BUNGALOW,Asthma,41
2023,11,CLIFF BUNGALOW,Asthma,42
2023,12,CLIFF BUNGALOW,Asthma,46
2024,1,CLIFF BUNGALOW,Asthma,24
2024,2,CLIFF BUNGALOW,Asthma,33
2018,1,COACH HILL,Asthma,2
2018,2,COACH HILL,Asthma,3
2018,3,COACH HILL,Asthma,4
2018,4,COACH HILL,Asthma,9
2018,5,COACH HILL,Asthma,7
2018,6,COACH HILL,Asthma,8
2018,7,COACH HILL,Asthma,4
2018,8,COACH HILL,Asthma,12
2018,9,COACH HILL,Asthma,7
2018,10,COACH HILL,Asthma,3
2018,11,COACH HILL,Asthma,6
2018,12,COACH HILL,Asthma,3
2019,1,COACH HILL,Asthma,6
2019,2,COACH HILL,Asthma,9
2019,3,COACH HILL,Asthma,7
2019,4,COACH HILL,Asthma,6
2019,5,COACH HILL,Asthma,9
2019,6,COACH HILL,Asthma,5
2019,7,COACH HILL,Asthma,3
2019,8,COACH HILL,Asthma,8
2019,9,COACH HILL,Asthma,6
2019,10,COACH HILL,Asthma,2
2019,11,COACH HILL,Asthma,3
2019,12,COACH HILL,Asthma,2
2020,1,COACH HILL,Asthma,4
2020,2,COACH HILL,Asthma,8
2020,3,COACH HILL,Asthma,6
2020,4,COACH HILL,Asthma,8
2020,5,COACH HILL,Asthma,4
2020,6,COACH HILL,Asthma,5
2020,7,COACH HILL,Asthma,4
2020,8,COACH HILL,Asthma,6
2020,9,COACH HILL,Asthma,7
2020,10,COACH HILL,Asthma,2
2020,11,COACH HILL,Asthma,2
2020,12,COACH HILL,Asthma,4
2021,2,COACH HILL,Asthma,3
2021,3,COACH HILL,Asthma,8
2021,4,COACH HILL,Asthma,2
2021,5,COACH HILL,Asthma,3
2021,6,COACH HILL,Asthma,2
2021,7,COACH HILL,Asthma,5
2021,8,COACH HILL,Asthma,9
2021,9,COACH HILL,Asthma,6
2021,10,COACH HILL,Asthma,2
2021,11,COACH HILL,Asthma,4
2021,12,COACH HILL,Asthma,1
2022,1,COACH HILL,Asthma,3
2022,2,COACH HILL,Asthma,4
2022,3,COACH HILL,Asthma,2
2022,4,COACH HILL,Asthma,4
2022,5,COACH HILL,Asthma,4
2022,6,COACH HILL,Asthma,4
2022,7,COACH HILL,Asthma,3
2022,8,COACH HILL,Asthma,10
2022,9,COACH HILL,Asthma,9
2022,10,COACH HILL,Asthma,3
2022,11,COACH HILL,Asthma,3
2022,12,COACH HILL,Asthma,3
2023,1,COACH HILL,Asthma,3
2023,2,COACH HILL,Asthma,1
2023,3,COACH HILL,Asthma,1
2023,4,COACH HILL,Asthma,2
2023,6,COACH HILL,Asthma,2
2023,7,COACH HILL,Asthma,3
2023,8,COACH HILL,Asthma,1
2023,9,COACH HILL,Asthma,3
2023,10,COACH HILL,Asthma,4
2023,12,COACH HILL,Asthma,2
2024,1,COACH HILL,Asthma,1
2024,2,COACH HILL,Asthma,1
2018,1,COLLINGWOOD,Asthma,9
2018,2,COLLINGWOOD,Asthma,11
2018,3,COLLINGWOOD,Asthma,12
2018,4,COLLINGWOOD,Asthma,12
2018,5,COLLINGWOOD,Asthma,9
2018,6,COLLINGWOOD,Asthma,13
2018,7,COLLINGWOOD,Asthma,12
2018,8,COLLINGWOOD,Asthma,8
2018,9,COLLINGWOOD,Asthma,5
2018,10,COLLINGWOOD,Asthma,9
2018,11,COLLINGWOOD,Asthma,5
2018,12,COLLINGWOOD,Asthma,4
2019,1,COLLINGWOOD,Asthma,5
2019,2,COLLINGWOOD,Asthma,2
2019,3,COLLINGWOOD,Asthma,6
2019,4,COLLINGWOOD,Asthma,8
2019,5,COLLINGWOOD,Asthma,6
2019,6,COLLINGWOOD,Asthma,4
2019,7,COLLINGWOOD,Asthma,7
2019,8,COLLINGWOOD,Asthma,5
2019,9,COLLINGWOOD,Asthma,17
2019,10,COLLINGWOOD,Asthma,3
2019,11,COLLINGWOOD,Asthma,8
2019,12,COLLINGWOOD,Asthma,3
2020,1,COLLINGWOOD,Asthma,5
2020,2,COLLINGWOOD,Asthma,3
2020,3,COLLINGWOOD,Asthma,8
2020,4,COLLINGWOOD,Asthma,4
2020,5,COLLINGWOOD,Asthma,9
2020,6,COLLINGWOOD,Asthma,13
2020,7,COLLINGWOOD,Asthma,10
2020,8,COLLINGWOOD,Asthma,6
2020,9,COLLINGWOOD,Asthma,8
2020,10,COLLINGWOOD,Asthma,6
2020,11,COLLINGWOOD,Asthma,6
2020,12,COLLINGWOOD,Asthma,3
2021,1,COLLINGWOOD,Asthma,5
2021,2,COLLINGWOOD,Asthma,4
2021,3,COLLINGWOOD,Asthma,14
2021,4,COLLINGWOOD,Asthma,16
2021,5,COLLINGWOOD,Asthma,9
2021,6,COLLINGWOOD,Asthma,10
2021,7,COLLINGWOOD,Asthma,8
2021,8,COLLINGWOOD,Asthma,14
2021,9,COLLINGWOOD,Asthma,4
2021,10,COLLINGWOOD,Asthma,16
2021,11,COLLINGWOOD,Asthma,8
2021,12,COLLINGWOOD,Asthma,6
2022,1,COLLINGWOOD,Asthma,8
2022,2,COLLINGWOOD,Asthma,7
2022,3,COLLINGWOOD,Asthma,14
2022,4,COLLINGWOOD,Asthma,10
2022,5,COLLINGWOOD,Asthma,12
2022,6,COLLINGWOOD,Asthma,9
2022,7,COLLINGWOOD,Asthma,13
2022,8,COLLINGWOOD,Asthma,10
2022,9,COLLINGWOOD,Asthma,7
2022,10,COLLINGWOOD,Asthma,11
2022,11,COLLINGWOOD,Asthma,8
2022,12,COLLINGWOOD,Asthma,6
2023,1,COLLINGWOOD,Asthma,7
2023,2,COLLINGWOOD,Asthma,6
2023,3,COLLINGWOOD,Asthma,6
2023,4,COLLINGWOOD,Asthma,7
2023,5,COLLINGWOOD,Asthma,11
2023,6,COLLINGWOOD,Asthma,11
2023,7,COLLINGWOOD,Asthma,7
2023,8,COLLINGWOOD,Asthma,6
2023,9,COLLINGWOOD,Asthma,3
2023,10,COLLINGWOOD,Asthma,6
2023,11,COLLINGWOOD,Asthma,8
2023,12,COLLINGWOOD,Asthma,7
2024,1,COLLINGWOOD,Asthma,4
2024,2,COLLINGWOOD,Asthma,3
2018,1,COPPERFIELD,Asthma,21
2018,2,COPPERFIELD,Asthma,31
2018,3,COPPERFIELD,Asthma,24
2018,4,COPPERFIELD,Asthma,24
2018,5,COPPERFIELD,Asthma,30
2018,6,COPPERFIELD,Asthma,29
2018,7,COPPERFIELD,Asthma,24
2018,8,COPPERFIELD,Asthma,43
2018,9,COPPERFIELD,Asthma,17
2018,10,COPPERFIELD,Asthma,30
2018,11,COPPERFIELD,Asthma,26
2018,12,COPPERFIELD,Asthma,23
2019,1,COPPERFIELD,Asthma,18
2019,2,COPPERFIELD,Asthma,17
2019,3,COPPERFIELD,Asthma,20
2019,4,COPPERFIELD,Asthma,16
2019,5,COPPERFIELD,Asthma,38
2019,6,COPPERFIELD,Asthma,26
2019,7,COPPERFIELD,Asthma,24
2019,8,COPPERFIELD,Asthma,37
2019,9,COPPERFIELD,Asthma,13
2019,10,COPPERFIELD,Asthma,31
2019,11,COPPERFIELD,Asthma,31
2019,12,COPPERFIELD,Asthma,20
2020,1,COPPERFIELD,Asthma,16
2020,2,COPPERFIELD,Asthma,16
2020,3,COPPERFIELD,Asthma,18
2020,4,COPPERFIELD,Asthma,37
2020,5,COPPERFIELD,Asthma,40
2020,6,COPPERFIELD,Asthma,30
2020,7,COPPERFIELD,Asthma,26
2020,8,COPPERFIELD,Asthma,23
2020,9,COPPERFIELD,Asthma,31
2020,10,COPPERFIELD,Asthma,23
2020,11,COPPERFIELD,Asthma,12
2020,12,COPPERFIELD,Asthma,20
2021,1,COPPERFIELD,Asthma,12
2021,2,COPPERFIELD,Asthma,16
2021,3,COPPERFIELD,Asthma,21
2021,4,COPPERFIELD,Asthma,15
2021,5,COPPERFIELD,Asthma,22
2021,6,COPPERFIELD,Asthma,22
2021,7,COPPERFIELD,Asthma,19
2021,8,COPPERFIELD,Asthma,15
2021,9,COPPERFIELD,Asthma,23
2021,10,COPPERFIELD,Asthma,20
2021,11,COPPERFIELD,Asthma,25
2021,12,COPPERFIELD,Asthma,10
2022,1,COPPERFIELD,Asthma,21
2022,2,COPPERFIELD,Asthma,12
2022,3,COPPERFIELD,Asthma,24
2022,4,COPPERFIELD,Asthma,14
2022,5,COPPERFIELD,Asthma,25
2022,6,COPPERFIELD,Asthma,23
2022,7,COPPERFIELD,Asthma,15
2022,8,COPPERFIELD,Asthma,20
2022,9,COPPERFIELD,Asthma,27
2022,10,COPPERFIELD,Asthma,23
2022,11,COPPERFIELD,Asthma,13
2022,12,COPPERFIELD,Asthma,19
2023,1,COPPERFIELD,Asthma,15
2023,2,COPPERFIELD,Asthma,15
2023,3,COPPERFIELD,Asthma,18
2023,4,COPPERFIELD,Asthma,26
2023,5,COPPERFIELD,Asthma,26
2023,6,COPPERFIELD,Asthma,25
2023,7,COPPERFIELD,Asthma,38
2023,8,COPPERFIELD,Asthma,30
2023,9,COPPERFIELD,Asthma,22
2023,10,COPPERFIELD,Asthma,25
2023,11,COPPERFIELD,Asthma,18
2023,12,COPPERFIELD,Asthma,14
2024,1,COPPERFIELD,Asthma,15
2024,2,COPPERFIELD,Asthma,19
2018,1,CORAL SPRINGS,Asthma,13
2018,2,CORAL SPRINGS,Asthma,4
2018,3,CORAL SPRINGS,Asthma,6
2018,4,CORAL SPRINGS,Asthma,5
2018,5,CORAL SPRINGS,Asthma,18
2018,6,CORAL SPRINGS,Asthma,16
2018,7,CORAL SPRINGS,Asthma,17
2018,8,CORAL SPRINGS,Asthma,15
2018,9,CORAL SPRINGS,Asthma,7
2018,10,CORAL SPRINGS,Asthma,12
2018,11,CORAL SPRINGS,Asthma,11
2018,12,CORAL SPRINGS,Asthma,8
2019,1,CORAL SPRINGS,Asthma,8
2019,2,CORAL SPRINGS,Asthma,10
2019,3,CORAL SPRINGS,Asthma,17
2019,4,CORAL SPRINGS,Asthma,14
2019,5,CORAL SPRINGS,Asthma,9
2019,6,CORAL SPRINGS,Asthma,19
2019,7,CORAL SPRINGS,Asthma,24
2019,8,CORAL SPRINGS,Asthma,31
2019,9,CORAL SPRINGS,Asthma,12
2019,10,CORAL SPRINGS,Asthma,6
2019,11,CORAL SPRINGS,Asthma,11
2019,12,CORAL SPRINGS,Asthma,8
2020,1,CORAL SPRINGS,Asthma,23
2020,2,CORAL SPRINGS,Asthma,16
2020,3,CORAL SPRINGS,Asthma,13
2020,4,CORAL SPRINGS,Asthma,11
2020,5,CORAL SPRINGS,Asthma,9
2020,6,CORAL SPRINGS,Asthma,20
2020,7,CORAL SPRINGS,Asthma,24
2020,8,CORAL SPRINGS,Asthma,23
2020,9,CORAL SPRINGS,Asthma,12
2020,10,CORAL SPRINGS,Asthma,17
2020,11,CORAL SPRINGS,Asthma,13
2020,12,CORAL SPRINGS,Asthma,12
2021,1,CORAL SPRINGS,Asthma,8
2021,2,CORAL SPRINGS,Asthma,7
2021,3,CORAL SPRINGS,Asthma,14
2021,4,CORAL SPRINGS,Asthma,14
2021,5,CORAL SPRINGS,Asthma,16
2021,6,CORAL SPRINGS,Asthma,14
2021,7,CORAL SPRINGS,Asthma,12
2021,8,CORAL SPRINGS,Asthma,18
2021,9,CORAL SPRINGS,Asthma,18
2021,10,CORAL SPRINGS,Asthma,17
2021,11,CORAL SPRINGS,Asthma,8
2021,12,CORAL SPRINGS,Asthma,7
2022,1,CORAL SPRINGS,Asthma,8
2022,2,CORAL SPRINGS,Asthma,13
2022,3,CORAL SPRINGS,Asthma,16
2022,4,CORAL SPRINGS,Asthma,11
2022,5,CORAL SPRINGS,Asthma,17
2022,6,CORAL SPRINGS,Asthma,10
2022,7,CORAL SPRINGS,Asthma,15
2022,8,CORAL SPRINGS,Asthma,16
2022,9,CORAL SPRINGS,Asthma,11
2022,10,CORAL SPRINGS,Asthma,8
2022,11,CORAL SPRINGS,Asthma,8
2022,12,CORAL SPRINGS,Asthma,11
2023,1,CORAL SPRINGS,Asthma,8
2023,2,CORAL SPRINGS,Asthma,8
2023,3,CORAL SPRINGS,Asthma,9
2023,4,CORAL SPRINGS,Asthma,7
2023,5,CORAL SPRINGS,Asthma,7
2023,6,CORAL SPRINGS,Asthma,13
2023,7,CORAL SPRINGS,Asthma,10
2023,8,CORAL SPRINGS,Asthma,13
2023,9,CORAL SPRINGS,Asthma,5
2023,10,CORAL SPRINGS,Asthma,10
2023,11,CORAL SPRINGS,Asthma,8
2023,12,CORAL SPRINGS,Asthma,9
2024,1,CORAL SPRINGS,Asthma,9
2024,2,CORAL SPRINGS,Asthma,5
2018,2,CORNERSTONE,Asthma,4
2018,3,CORNERSTONE,Asthma,5
2018,4,CORNERSTONE,Asthma,2
2018,5,CORNERSTONE,Asthma,2
2018,6,CORNERSTONE,Asthma,5
2018,7,CORNERSTONE,Asthma,3
2018,8,CORNERSTONE,Asthma,6
2018,9,CORNERSTONE,Asthma,2
2018,10,CORNERSTONE,Asthma,2
2018,11,CORNERSTONE,Asthma,1
2018,12,CORNERSTONE,Asthma,2
2019,1,CORNERSTONE,Asthma,3
2019,2,CORNERSTONE,Asthma,3
2019,3,CORNERSTONE,Asthma,2
2019,4,CORNERSTONE,Asthma,3
2019,5,CORNERSTONE,Asthma,3
2019,6,CORNERSTONE,Asthma,6
2019,7,CORNERSTONE,Asthma,9
2019,8,CORNERSTONE,Asthma,8
2019,9,CORNERSTONE,Asthma,4
2019,10,CORNERSTONE,Asthma,9
2019,11,CORNERSTONE,Asthma,7
2019,12,CORNERSTONE,Asthma,6
2020,1,CORNERSTONE,Asthma,6
2020,2,CORNERSTONE,Asthma,2
2020,3,CORNERSTONE,Asthma,9
2020,4,CORNERSTONE,Asthma,5
2020,5,CORNERSTONE,Asthma,7
2020,6,CORNERSTONE,Asthma,5
2020,7,CORNERSTONE,Asthma,12
2020,8,CORNERSTONE,Asthma,18
2020,9,CORNERSTONE,Asthma,11
2020,10,CORNERSTONE,Asthma,7
2020,11,CORNERSTONE,Asthma,8
2020,12,CORNERSTONE,Asthma,13
2021,1,CORNERSTONE,Asthma,7
2021,2,CORNERSTONE,Asthma,13
2021,3,CORNERSTONE,Asthma,13
2021,4,CORNERSTONE,Asthma,15
2021,5,CORNERSTONE,Asthma,17
2021,6,CORNERSTONE,Asthma,12
2021,7,CORNERSTONE,Asthma,17
2021,8,CORNERSTONE,Asthma,12
2021,9,CORNERSTONE,Asthma,18
2021,10,CORNERSTONE,Asthma,18
2021,11,CORNERSTONE,Asthma,14
2021,12,CORNERSTONE,Asthma,7
2022,1,CORNERSTONE,Asthma,17
2022,2,CORNERSTONE,Asthma,23
2022,3,CORNERSTONE,Asthma,16
2022,4,CORNERSTONE,Asthma,19
2022,5,CORNERSTONE,Asthma,18
2022,6,CORNERSTONE,Asthma,12
2022,7,CORNERSTONE,Asthma,15
2022,8,CORNERSTONE,Asthma,17
2022,9,CORNERSTONE,Asthma,21
2022,10,CORNERSTONE,Asthma,8
2022,11,CORNERSTONE,Asthma,14
2022,12,CORNERSTONE,Asthma,12
2023,1,CORNERSTONE,Asthma,11
2023,2,CORNERSTONE,Asthma,14
2023,3,CORNERSTONE,Asthma,10
2023,4,CORNERSTONE,Asthma,12
2023,5,CORNERSTONE,Asthma,17
2023,6,CORNERSTONE,Asthma,12
2023,7,CORNERSTONE,Asthma,13
2023,8,CORNERSTONE,Asthma,15
2023,9,CORNERSTONE,Asthma,25
2023,10,CORNERSTONE,Asthma,15
2023,11,CORNERSTONE,Asthma,23
2023,12,CORNERSTONE,Asthma,7
2024,1,CORNERSTONE,Asthma,14
2024,2,CORNERSTONE,Asthma,22
2018,1,COUGAR RIDGE,Asthma,3
2018,2,COUGAR RIDGE,Asthma,3
2018,3,COUGAR RIDGE,Asthma,10
2018,4,COUGAR RIDGE,Asthma,12
2018,5,COUGAR RIDGE,Asthma,9
2018,6,COUGAR RIDGE,Asthma,3
2018,7,COUGAR RIDGE,Asthma,3
2018,8,COUGAR RIDGE,Asthma,9
2018,9,COUGAR RIDGE,Asthma,7
2018,10,COUGAR RIDGE,Asthma,11
2018,11,COUGAR RIDGE,Asthma,2
2018,12,COUGAR RIDGE,Asthma,7
2019,1,COUGAR RIDGE,Asthma,3
2019,2,COUGAR RIDGE,Asthma,3
2019,3,COUGAR RIDGE,Asthma,9
2019,4,COUGAR RIDGE,Asthma,10
2019,5,COUGAR RIDGE,Asthma,11
2019,6,COUGAR RIDGE,Asthma,11
2019,7,COUGAR RIDGE,Asthma,3
2019,8,COUGAR RIDGE,Asthma,6
2019,9,COUGAR RIDGE,Asthma,9
2019,10,COUGAR RIDGE,Asthma,7
2019,11,COUGAR RIDGE,Asthma,6
2019,12,COUGAR RIDGE,Asthma,8
2020,1,COUGAR RIDGE,Asthma,3
2020,2,COUGAR RIDGE,Asthma,7
2020,3,COUGAR RIDGE,Asthma,5
2020,4,COUGAR RIDGE,Asthma,7
2020,5,COUGAR RIDGE,Asthma,10
2020,6,COUGAR RIDGE,Asthma,7
2020,7,COUGAR RIDGE,Asthma,19
2020,8,COUGAR RIDGE,Asthma,15
2020,9,COUGAR RIDGE,Asthma,4
2020,10,COUGAR RIDGE,Asthma,6
2020,11,COUGAR RIDGE,Asthma,8
2020,12,COUGAR RIDGE,Asthma,8
2021,1,COUGAR RIDGE,Asthma,11
2021,2,COUGAR RIDGE,Asthma,7
2021,3,COUGAR RIDGE,Asthma,6
2021,4,COUGAR RIDGE,Asthma,10
2021,5,COUGAR RIDGE,Asthma,8
2021,6,COUGAR RIDGE,Asthma,4
2021,7,COUGAR RIDGE,Asthma,9
2021,8,COUGAR RIDGE,Asthma,13
2021,9,COUGAR RIDGE,Asthma,8
2021,10,COUGAR RIDGE,Asthma,9
2021,11,COUGAR RIDGE,Asthma,4
2021,12,COUGAR RIDGE,Asthma,4
2022,1,COUGAR RIDGE,Asthma,9
2022,2,COUGAR RIDGE,Asthma,4
2022,3,COUGAR RIDGE,Asthma,4
2022,4,COUGAR RIDGE,Asthma,8
2022,5,COUGAR RIDGE,Asthma,5
2022,6,COUGAR RIDGE,Asthma,6
2022,7,COUGAR RIDGE,Asthma,5
2022,8,COUGAR RIDGE,Asthma,4
2022,9,COUGAR RIDGE,Asthma,3
2022,10,COUGAR RIDGE,Asthma,2
2022,11,COUGAR RIDGE,Asthma,5
2022,12,COUGAR RIDGE,Asthma,8
2023,1,COUGAR RIDGE,Asthma,2
2023,3,COUGAR RIDGE,Asthma,4
2023,4,COUGAR RIDGE,Asthma,5
2023,5,COUGAR RIDGE,Asthma,8
2023,6,COUGAR RIDGE,Asthma,5
2023,7,COUGAR RIDGE,Asthma,3
2023,8,COUGAR RIDGE,Asthma,4
2023,9,COUGAR RIDGE,Asthma,9
2023,10,COUGAR RIDGE,Asthma,3
2023,11,COUGAR RIDGE,Asthma,8
2023,12,COUGAR RIDGE,Asthma,3
2024,1,COUGAR RIDGE,Asthma,6
2024,2,COUGAR RIDGE,Asthma,7
2018,1,COUNTRY HILLS,Asthma,6
2018,2,COUNTRY HILLS,Asthma,8
2018,3,COUNTRY HILLS,Asthma,10
2018,4,COUNTRY HILLS,Asthma,10
2018,5,COUNTRY HILLS,Asthma,9
2018,6,COUNTRY HILLS,Asthma,9
2018,7,COUNTRY HILLS,Asthma,14
2018,8,COUNTRY HILLS,Asthma,11
2018,9,COUNTRY HILLS,Asthma,14
2018,10,COUNTRY HILLS,Asthma,7
2018,11,COUNTRY HILLS,Asthma,5
2018,12,COUNTRY HILLS,Asthma,1
2019,1,COUNTRY HILLS,Asthma,5
2019,2,COUNTRY HILLS,Asthma,5
2019,3,COUNTRY HILLS,Asthma,4
2019,4,COUNTRY HILLS,Asthma,5
2019,5,COUNTRY HILLS,Asthma,10
2019,6,COUNTRY HILLS,Asthma,6
2019,7,COUNTRY HILLS,Asthma,11
2019,8,COUNTRY HILLS,Asthma,11
2019,9,COUNTRY HILLS,Asthma,9
2019,10,COUNTRY HILLS,Asthma,3
2019,11,COUNTRY HILLS,Asthma,3
2019,12,COUNTRY HILLS,Asthma,5
2020,1,COUNTRY HILLS,Asthma,12
2020,2,COUNTRY HILLS,Asthma,3
2020,3,COUNTRY HILLS,Asthma,7
2020,4,COUNTRY HILLS,Asthma,11
2020,5,COUNTRY HILLS,Asthma,12
2020,6,COUNTRY HILLS,Asthma,14
2020,7,COUNTRY HILLS,Asthma,4
2020,8,COUNTRY HILLS,Asthma,7
2020,9,COUNTRY HILLS,Asthma,9
2020,10,COUNTRY HILLS,Asthma,15
2020,11,COUNTRY HILLS,Asthma,8
2020,12,COUNTRY HILLS,Asthma,5
2021,1,COUNTRY HILLS,Asthma,9
2021,2,COUNTRY HILLS,Asthma,3
2021,3,COUNTRY HILLS,Asthma,7
2021,4,COUNTRY HILLS,Asthma,11
2021,5,COUNTRY HILLS,Asthma,10
2021,6,COUNTRY HILLS,Asthma,4
2021,7,COUNTRY HILLS,Asthma,8
2021,8,COUNTRY HILLS,Asthma,8
2021,9,COUNTRY HILLS,Asthma,6
2021,10,COUNTRY HILLS,Asthma,5
2021,11,COUNTRY HILLS,Asthma,7
2021,12,COUNTRY HILLS,Asthma,7
2022,1,COUNTRY HILLS,Asthma,6
2022,2,COUNTRY HILLS,Asthma,5
2022,3,COUNTRY HILLS,Asthma,8
2022,4,COUNTRY HILLS,Asthma,7
2022,5,COUNTRY HILLS,Asthma,8
2022,6,COUNTRY HILLS,Asthma,15
2022,7,COUNTRY HILLS,Asthma,9
2022,8,COUNTRY HILLS,Asthma,9
2022,9,COUNTRY HILLS,Asthma,4
2022,10,COUNTRY HILLS,Asthma,6
2022,11,COUNTRY HILLS,Asthma,4
2022,12,COUNTRY HILLS,Asthma,4
2023,1,COUNTRY HILLS,Asthma,4
2023,2,COUNTRY HILLS,Asthma,3
2023,3,COUNTRY HILLS,Asthma,5
2023,4,COUNTRY HILLS,Asthma,4
2023,5,COUNTRY HILLS,Asthma,9
2023,6,COUNTRY HILLS,Asthma,7
2023,7,COUNTRY HILLS,Asthma,6
2023,8,COUNTRY HILLS,Asthma,7
2023,9,COUNTRY HILLS,Asthma,6
2023,10,COUNTRY HILLS,Asthma,6
2023,11,COUNTRY HILLS,Asthma,13
2023,12,COUNTRY HILLS,Asthma,5
2024,1,COUNTRY HILLS,Asthma,6
2024,2,COUNTRY HILLS,Asthma,9
2018,1,COUNTRY HILLS VILLAGE,Asthma,14
2018,2,COUNTRY HILLS VILLAGE,Asthma,7
2018,3,COUNTRY HILLS VILLAGE,Asthma,11
2018,4,COUNTRY HILLS VILLAGE,Asthma,11
2018,5,COUNTRY HILLS VILLAGE,Asthma,20
2018,6,COUNTRY HILLS VILLAGE,Asthma,10
2018,7,COUNTRY HILLS VILLAGE,Asthma,17
2018,8,COUNTRY HILLS VILLAGE,Asthma,13
2018,9,COUNTRY HILLS VILLAGE,Asthma,13
2018,10,COUNTRY HILLS VILLAGE,Asthma,12
2018,11,COUNTRY HILLS VILLAGE,Asthma,14
2018,12,COUNTRY HILLS VILLAGE,Asthma,14
2019,1,COUNTRY HILLS VILLAGE,Asthma,26
2019,2,COUNTRY HILLS VILLAGE,Asthma,9
2019,3,COUNTRY HILLS VILLAGE,Asthma,20
2019,4,COUNTRY HILLS VILLAGE,Asthma,18
2019,5,COUNTRY HILLS VILLAGE,Asthma,15
2019,6,COUNTRY HILLS VILLAGE,Asthma,21
2019,7,COUNTRY HILLS VILLAGE,Asthma,12
2019,8,COUNTRY HILLS VILLAGE,Asthma,17
